relid,year,type_of_violence,best
RUS-1995-1-348-140,1995,1,1
RUS-2000-3-365-20,2000,3,62
RUS-1995-1-348-102,1995,1,2
RUS-1995-1-348-103,1995,1,1
RUS-1995-1-348-105,1995,1,3
RUS-1995-1-348-32,1995,1,1
RUS-2000-1-348-52,2000,1,8
RUS-1996-1-348-115,1996,1,2
RUS-1996-1-348-129,1996,1,38
RUS-1995-1-348-33,1995,1,11
RUS-2003-1-348-37,2003,1,5
RUS-1996-1-348-67,1996,1,1
RUS-1996-1-348-140,1996,1,6
RUS-1995-1-348-106,1995,1,1
RUS-1996-1-348-143,1996,1,1
RUS-2004-1-348-95,2004,1,2
RUS-2004-1-348-193,2004,1,3
RUS-2000-3-365-24,2000,3,13
RUS-2002-3-365-19,2002,3,15
RUS-2002-3-365-22,2002,3,5
RUS-2002-3-365-27,2002,3,0
RUS-1995-1-348-141,1995,1,2
RUS-1996-1-348-89,1996,1,4
RUS-1995-1-348-108,1995,1,2
RUS-2004-1-348-96,2004,1,2
RUS-2004-1-348-97,2004,1,0
RUS-2004-1-348-198,2004,1,1
RUS-2000-3-365-26,2000,3,16
RUS-1996-1-348-68,1996,1,1
RUS-1999-1-348-7,1999,1,1
RUS-2001-1-348-13,2001,1,4
RUS-2000-3-365-25,2000,3,13
RUS-2000-3-365-27,2000,3,0
RUS-2003-1-348-7,2003,1,4
RUS-2003-1-348-4,2003,1,5
RUS-2004-1-348-201,2004,1,2
RUS-1995-1-348-34,1995,1,2
RUS-1995-1-348-37,1995,1,88
RUS-2003-1-348-53,2003,1,9
RUS-2001-1-348-69,2001,1,3
RUS-1999-1-348-35,1999,1,2521
RUS-2000-3-365-31,2000,3,0
RUS-2003-1-348-17,2003,1,2
RUS-2004-1-348-98,2004,1,2
RUS-2004-1-348-199,2004,1,1
RUS-2002-3-365-28,2002,3,4
RUS-2003-1-348-44,2003,1,1
RUS-2002-3-365-30,2002,3,8
RUS-1995-1-348-143,1995,1,17
RUS-1995-3-365-6,1995,3,1
RUS-2003-1-348-18,2003,1,4
RUS-1995-1-348-111,1995,1,1
RUS-2004-1-348-99,2004,1,2
RUS-2004-1-348-200,2004,1,3
RUS-1999-1-348-37,1999,1,60
RUS-1996-1-348-108,1996,1,3
RUS-2000-3-365-33,2000,3,3
RUS-2000-3-365-36,2000,3,4
RUS-2000-3-365-38,2000,3,90
RUS-1995-1-348-38,1995,1,7
RUS-1995-1-348-42,1995,1,0
RUS-1996-1-348-12,1996,1,3
RUS-2000-3-365-17,2000,3,350
RUS-1995-1-348-114,1995,1,1
RUS-1995-1-348-117,1995,1,4
RUS-1995-1-348-118,1995,1,1
RUS-1996-1-348-53,1996,1,30
RUS-1995-1-348-127,1995,1,1
RUS-1995-1-348-129,1995,1,1
RUS-1996-1-348-64,1996,1,2
RUS-1995-1-348-136,1995,1,13
RUS-1995-1-348-150,1995,1,0
RUS-1996-1-348-100,1996,1,1
RUS-2000-1-348-118,2000,1,1
RUS-1996-1-348-117.1,1996,1,5
RUS-1996-1-348-123,1996,1,29
RUS-1995-1-348-167,1995,1,3
RUS-1996-1-348-128,1996,1,2
RUS-1996-1-348-134,1996,1,5
RUS-1995-1-348-181,1995,1,5
RUS-1995-1-348-132,1995,1,2
RUS-2003-1-348-61,2003,1,4
RUS-2004-1-348-101,2004,1,1
RUS-2004-1-348-202,2004,1,1
RUS-1999-1-348-999,1999,1,2
RUS-2002-3-365-32,2002,3,0
RUS-1995-1-348-199,1995,1,1
RUS-1996-1-348-35,1996,1,1
RUS-1999-1-348-6,1999,1,1
RUS-2003-1-348-49,2003,1,5
RUS-1999-1-348-12,1999,1,9
RUS-1999-1-348-13,1999,1,50
RUS-1999-1-348-17,1999,1,26
RUS-1996-1-348-7,1996,1,49
RUS-1996-1-348-8,1996,1,1
RUS-1996-1-348-31,1996,1,3
RUS-1996-1-348-9,1996,1,66
RUS-1996-1-348-10,1996,1,11
RUS-1996-1-348-11,1996,1,109
RUS-1996-1-348-14,1996,1,6
RUS-1996-1-348-20,1996,1,4
RUS-1996-1-348-22,1996,1,7
RUS-2000-1-348-19.1,2000,1,103
RUS-1996-1-348-23,1996,1,5
RUS-1999-1-348-20,1999,1,2
RUS-1996-1-348-26,1996,1,6
RUS-2001-1-348-42,2001,1,10
RUS-2000-1-348-23,2000,1,42
RUS-1996-1-348-24,1996,1,14
RUS-1996-1-348-25,1996,1,24
RUS-2000-1-348-31,2000,1,3
RUS-1996-1-348-29,1996,1,1
RUS-1996-1-348-34,1996,1,2
RUS-1996-1-348-30,1996,1,21
RUS-1996-1-348-32,1996,1,71
RUS-2000-1-348-41,2000,1,41
RUS-2003-1-348-50,2003,1,13
RUS-2000-1-348-50,2000,1,5
RUS-2000-1-348-43,2000,1,10
RUS-1996-1-348-36,1996,1,2
RUS-1996-1-348-37,1996,1,79
RUS-2000-1-348-47,2000,1,25
RUS-1999-1-348-27,1999,1,7
RUS-2000-1-348-72,2000,1,1
RUS-2000-1-348-119,2000,1,1
RUS-2003-1-348-51,2003,1,10
RUS-2000-1-348-74,2000,1,2
RUS-2000-1-348-77,2000,1,113
RUS-2000-1-348-80,2000,1,25
RUS-2000-1-348-91,2000,1,55
RUS-2000-1-348-81,2000,1,2
RUS-1996-1-348-38,1996,1,401
RUS-2000-1-348-89,2000,1,2
RUS-2000-1-348-87,2000,1,50
RUS-2000-1-348-96,2000,1,0
RUS-1996-1-348-41,1996,1,11
RUS-1996-1-348-42,1996,1,1
RUS-2001-1-348-6,2001,1,5
RUS-1996-1-348-43,1996,1,0
RUS-2000-1-348-54,2000,1,27
RUS-1996-1-348-44,1996,1,180
RUS-1996-1-348-45,1996,1,1
RUS-1996-1-348-66,1996,1,7
RUS-1996-1-348-51,1996,1,10
RUS-2001-3-365-14,2001,3,1
RUS-2000-1-348-115,2000,1,16
RUS-1996-1-348-54,1996,1,4
RUS-2003-1-348-52,2003,1,8
RUS-1996-1-348-112,1996,1,1
RUS-2000-1-348-56,2000,1,20
RUS-1996-1-348-81,1996,1,181
RUS-2000-1-348-122,2000,1,0
RUS-1996-1-348-55,1996,1,70
RUS-1996-1-348-60,1996,1,1
RUS-1996-1-348-62,1996,1,7
RUS-2000-1-348-136,2000,1,1
RUS-1996-1-348-63,1996,1,3
RUS-1996-1-348-70,1996,1,0
RUS-1996-1-348-71,1996,1,40
RUS-1996-1-348-72,1996,1,5
RUS-2001-1-348-43,2001,1,1
RUS-2000-1-348-64,2000,1,20
RUS-2004-1-348-41,2004,1,2
RUS-2000-1-348-75,2000,1,4
RUS-2001-1-348-12,2001,1,5
RUS-1996-1-348-73,1996,1,1
RUS-2001-1-348-34,2001,1,11
RUS-2000-1-348-14,2000,1,168
RUS-2004-1-348-42,2004,1,1
RUS-1996-1-348-74,1996,1,24
RUS-2001-1-348-40,2001,1,7
RUS-1996-1-348-78,1996,1,2
RUS-2001-1-348-45,2001,1,0
RUS-1996-1-348-76,1996,1,1
RUS-1996-1-348-77,1996,1,3
RUS-2001-1-348-57,2001,1,1
RUS-2001-1-348-68,2001,1,11
RUS-2001-1-348-71,2001,1,9
RUS-2001-1-348-74,2001,1,5
RUS-1996-1-348-80,1996,1,3
RUS-1996-1-348-83,1996,1,2
RUS-2001-1-348-79,2001,1,0
RUS-1996-1-348-84,1996,1,1
RUS-2001-1-348-89,2001,1,4
RUS-1996-1-348-99,1996,1,1
RUS-2004-1-348-45,2004,1,2
RUS-1996-1-348-85,1996,1,2
RUS-1996-1-348-86,1996,1,4
RUS-2001-1-348-102,2001,1,4
RUS-2001-1-348-106,2001,1,5
RUS-2001-1-348-107,2001,1,4
RUS-1996-1-348-87,1996,1,2
RUS-1996-1-348-88,1996,1,2
RUS-1996-1-348-91,1996,1,5
RUS-2001-1-348-112,2001,1,2
RUS-1996-1-348-95,1996,1,28
RUS-2003-1-348-54,2003,1,6
RUS-1996-1-348-102,1996,1,2
RUS-1996-1-348-96,1996,1,20
RUS-1996-1-348-98,1996,1,5
RUS-1999-1-348-8,1999,1,11
RUS-2000-1-348-76,2000,1,2
RUS-1996-1-348-104,1996,1,4
RUS-2004-1-348-29,2004,1,3
RUS-1999-1-348-28,1999,1,1
RUS-2004-1-348-40,2004,1,3
RUS-2004-1-348-43,2004,1,3
RUS-1996-1-348-137,1996,1,40
RUS-1996-1-348-118,1996,1,93
RUS-1996-1-348-119,1996,1,10
RUS-1996-1-348-120,1996,1,58
RUS-2003-1-348-58,2003,1,10
RUS-2004-1-348-70,2004,1,9
RUS-1996-1-348-121,1996,1,27
RUS-2004-1-348-77,2004,1,1
RUS-2004-1-348-82,2004,1,2
RUS-1996-1-348-125,1996,1,20
RUS-2004-1-348-116,2004,1,5
RUS-2004-1-348-149,2004,1,2
RUS-1999-1-348-29,1999,1,29
RUS-2000-1-348-4,2000,1,33
RUS-1996-1-348-126,1996,1,0
RUS-2001-1-348-31,2001,1,2
RUS-2004-1-348-216,2004,1,1
RUS-2003-1-348-41,2003,1,13
RUS-2004-1-348-221,2004,1,2
RUS-2004-1-348-223,2004,1,1
RUS-2004-1-348-218,2004,1,22
RUS-1996-1-348-127,1996,1,14
RUS-2003-1-348-5,2003,1,5
RUS-1999-1-348-10,1999,1,6
RUS-1996-1-348-135,1996,1,2
RUS-1996-1-348-139,1996,1,50
RUS-1996-1-348-141,1996,1,121
RUS-2001-1-348-48,2001,1,1
RUS-2004-1-348-133,2004,1,1
RUS-1996-1-348-145,1996,1,1
RUS-2000-1-348-125,2000,1,5
RUS-2000-1-348-9,2000,1,40
RUS-2000-1-348-11,2000,1,1
RUS-2001-1-348-90,2001,1,30
RUS-1995-1-348-121,1995,1,1
RUS-1995-1-348-122,1995,1,1
RUS-2000-1-348-78,2000,1,9
RUS-2000-1-348-79,2000,1,3
RUS-2000-1-348-28,2000,1,10
RUS-1999-1-348-24,1999,1,1
RUS-1999-1-348-3,1999,1,1
RUS-2001-3-365-38,2001,3,1
RUS-2000-1-348-30,2000,1,2
RUS-2003-3-1195-4,2003,3,6
RUS-1999-1-348-14,1999,1,140
RUS-2003-3-1195-2,2003,3,1
RUS-2000-1-348-32,2000,1,20
RUS-2001-1-348-2,2001,1,4
RUS-2001-1-348-4,2001,1,4
RUS-1994-1-348-7,1994,1,0
RUS-1994-1-348-14,1994,1,11
RUS-2003-1-348-28,2003,1,8
RUS-2004-1-348-230,2004,1,2
RUS-2001-1-348-25,2001,1,14
RUS-1995-1-348-40,1995,1,2
RUS-1995-1-348-48,1995,1,1
RUS-1996-1-348-75,1996,1,1
RUS-1995-1-348-156,1995,1,4
RUS-2003-3-1195-999,2003,3,16
RUS-1996-1-348-27,1996,1,2
RUS-1996-1-348-46,1996,1,28
RUS-1996-1-348-47,1996,1,4
RUS-1996-1-348-48,1996,1,2
RUS-1996-1-348-59,1996,1,1
RUS-1996-1-348-92,1996,1,1
RUS-1999-1-348-15,1999,1,444
RUS-1996-1-348-69,1996,1,2
RUS-1996-1-348-113,1996,1,19
RUS-2000-1-348-102,2000,1,120
RUS-1999-1-348-5,1999,1,1
RUS-2000-1-348-29,2000,1,20
RUS-1999-1-348-22,1999,1,24
RUS-1999-1-348-25,1999,1,277
RUS-1999-1-348-38,1999,1,100
RUS-1999-1-348-41,1999,1,756
RUS-2000-1-348-8,2000,1,7
RUS-2000-1-348-15,2000,1,15
RUS-2000-1-348-20,2000,1,72
RUS-2000-1-348-26,2000,1,30
RUS-2000-1-348-35,2000,1,22
RUS-2000-1-348-40,2000,1,53
RUS-2000-1-348-34,2000,1,0
RUS-2000-1-348-37,2000,1,0
RUS-2000-1-348-39,2000,1,18
RUS-2000-1-348-44,2000,1,38
RUS-2000-1-348-45,2000,1,19
RUS-2000-1-348-53,2000,1,88
RUS-2000-1-348-55,2000,1,0
RUS-2000-1-348-69,2000,1,20
RUS-2000-1-348-70,2000,1,15
RUS-2000-1-348-93,2000,1,3
RUS-2000-1-348-98,2000,1,0
RUS-2000-1-348-101,2000,1,0
RUS-2000-1-348-104,2000,1,2
RUS-2000-1-348-109,2000,1,13
RUS-2000-1-348-110,2000,1,1
RUS-2000-1-348-111,2000,1,0
RUS-2000-1-348-128,2000,1,3
RUS-2000-1-348-129,2000,1,4
RUS-2000-1-348-134,2000,1,3
RUS-2000-1-348-137,2000,1,3
RUS-2003-1-348-9,2003,1,14
RUS-2000-1-348-138,2000,1,15
RUS-2001-1-348-21,2001,1,4
RUS-2001-1-348-61,2001,1,1
RUS-2001-1-348-87,2001,1,44
RUS-2001-1-348-103,2001,1,2
RUS-2003-1-348-2,2003,1,8
RUS-2001-1-348-80,2001,1,13
RUS-2001-1-348-81,2001,1,2
RUS-2001-1-348-82,2001,1,7
RUS-2001-1-348-109,2001,1,2
RUS-2001-1-348-113,2001,1,16
RUS-2001-1-348-121,2001,1,74
RUS-2003-1-348-59,2003,1,11
RUS-2004-1-348-53,2004,1,10
RUS-2004-1-348-54,2004,1,8
RUS-2004-1-348-72,2004,1,2
RUS-2004-1-348-76,2004,1,5
RUS-2004-1-348-212,2004,1,2
RUS-1999-3-365-16,1999,3,100
RUS-2001-1-348-78,2001,1,3
RUS-2004-1-348-222,2004,1,0
RUS-1995-3-365-8,1995,3,1
RUS-2001-3-365-29,2001,3,0
RUS-2002-3-365-24,2002,3,56
RUS-2004-1-348-36,2004,1,6
RUS-1999-1-348-19,1999,1,2
RUS-1999-1-348-36,1999,1,40
RUS-1999-1-348-32,1999,1,11
RUS-1999-1-348-34,1999,1,27
RUS-1999-1-348-39,1999,1,2
RUS-1999-1-348-40,1999,1,70
RUS-2001-1-348-96,2001,1,1
RUS-1999-1-348-43,1999,1,104
RUS-2000-1-348-94,2000,1,2
RUS-1999-1-348-44,1999,1,0
RUS-1999-1-348-49,1999,1,105
RUS-1999-1-348-50,1999,1,43
RUS-1999-1-368-3,1999,1,17
RUS-2000-1-348-999,2000,1,26
RUS-2000-1-348-3,2000,1,150
RUS-2000-1-348-2,2000,1,73
RUS-2000-1-348-13,2000,1,37
RUS-2000-1-348-16,2000,1,20
RUS-2000-1-348-17,2000,1,0
RUS-2000-1-348-95,2000,1,3
RUS-2000-1-348-18,2000,1,84
RUS-2000-1-348-24,2000,1,4
RUS-2000-1-348-33,2000,1,15
RUS-2000-1-348-49,2000,1,5
RUS-2000-1-348-36,2000,1,33
RUS-2000-1-348-38,2000,1,13
RUS-2000-1-348-42,2000,1,15
RUS-2000-1-348-48,2000,1,2
RUS-2000-1-348-61,2000,1,15
RUS-2000-1-348-63,2000,1,2
RUS-2000-1-348-99,2000,1,0
RUS-2000-1-348-66,2000,1,17
RUS-2000-1-348-67,2000,1,4
RUS-2000-1-348-90,2000,1,6
RUS-2000-1-348-100,2000,1,1
RUS-2000-1-348-82,2000,1,0
RUS-2000-1-348-84,2000,1,4
RUS-2000-1-348-86,2000,1,3
RUS-2000-1-348-88,2000,1,0
RUS-2000-1-348-114,2000,1,30
RUS-2003-1-348-14,2003,1,2
RUS-2000-1-348-131,2000,1,11
RUS-2001-1-348-18,2001,1,2
RUS-2000-1-348-116,2000,1,2
RUS-2000-1-348-117,2000,1,2
RUS-2000-1-348-120,2000,1,5
RUS-2000-1-348-123,2000,1,2
RUS-2000-1-348-124,2000,1,8
RUS-2000-1-348-130,2000,1,8
RUS-2000-1-348-132,2000,1,4
RUS-2000-1-348-135,2000,1,2
RUS-2000-1-348-139,2000,1,4
RUS-2002-3-365-35,2002,3,5
RUS-2001-1-348-17,2001,1,2
RUS-2001-1-348-22,2001,1,1
RUS-2001-1-348-24,2001,1,6
RUS-2003-1-348-30,2003,1,5
RUS-2001-1-348-38,2001,1,1
RUS-2001-1-348-26,2001,1,0
RUS-2001-1-348-35,2001,1,1
RUS-2001-1-348-37,2001,1,3
RUS-2001-1-348-39,2001,1,1
RUS-2001-1-348-46,2001,1,3
RUS-2001-1-348-47,2001,1,2
RUS-2001-1-348-50,2001,1,3
RUS-2001-1-348-51,2001,1,2
RUS-2001-1-348-100,2001,1,25
RUS-2001-1-348-53,2001,1,2
RUS-2001-1-348-58,2001,1,2
RUS-2001-1-348-52,2001,1,18
RUS-2001-1-348-54,2001,1,11
RUS-2001-1-348-60,2001,1,1
RUS-2004-1-348-102,2004,1,2
RUS-2004-1-348-103,2004,1,1
RUS-2001-1-348-62,2001,1,1
RUS-2001-1-348-63,2001,1,9
RUS-2001-1-348-64,2001,1,0
RUS-2001-1-348-76,2001,1,6
RUS-2001-1-348-65,2001,1,4
RUS-2001-1-348-67,2001,1,20
RUS-2001-1-348-66,2001,1,3
RUS-2003-1-348-62,2003,1,5
RUS-2003-1-348-64,2003,1,8
RUS-2003-1-348-65,2003,1,5
RUS-2001-1-348-72,2001,1,1
RUS-2001-1-348-73,2001,1,1
RUS-2001-1-348-88,2001,1,4
RUS-2001-1-348-91,2001,1,12
RUS-2001-1-348-94,2001,1,2
RUS-2001-1-348-111,2001,1,7
RUS-2004-1-348-204,2004,1,0
RUS-2001-1-348-117,2001,1,12
RUS-2001-1-348-118,2001,1,2
RUS-2004-1-348-75,2004,1,4
RUS-2004-1-348-61,2004,1,5
RUS-2004-1-348-62,2004,1,3
RUS-2004-1-348-63,2004,1,4
RUS-2004-1-348-65,2004,1,0
RUS-2004-1-348-67,2004,1,6
RUS-2004-1-348-69,2004,1,0
RUS-2004-1-348-73,2004,1,1
RUS-2004-1-348-80,2004,1,2
RUS-2004-1-348-166,2004,1,80
RUS-2004-1-348-78,2004,1,7
RUS-2004-1-348-115,2004,1,1
RUS-2004-1-348-119,2004,1,97
RUS-2004-1-348-129,2004,1,1
RUS-2004-1-348-130,2004,1,1
RUS-2004-1-348-131,2004,1,1
RUS-2004-1-348-132,2004,1,18
RUS-2004-1-348-167,2004,1,2
RUS-2004-1-348-169,2004,1,1
RUS-2004-1-348-170,2004,1,1
RUS-2004-1-348-168,2004,1,12
RUS-2004-1-348-214,2004,1,1
RUS-2004-1-348-173,2004,1,338
RUS-2004-1-348-174,2004,1,2
RUS-2004-1-348-175,2004,1,8
RUS-2004-1-348-238,2004,1,3
RUS-2004-1-348-242,2004,1,2
RUS-2004-1-348-243,2004,1,2
RUS-2004-1-348-244,2004,1,0
RUS-1995-3-365-3,1995,3,120
RUS-1995-3-365-5,1995,3,7
RUS-2000-3-365-4,2000,3,2
RUS-2000-3-365-5,2000,3,8
RUS-2002-3-365-4,2002,3,4
RUS-2002-3-365-11,2002,3,5
RUS-2002-3-365-13,2002,3,0
RUS-2002-3-365-14,2002,3,1
RUS-2002-3-365-15,2002,3,13
RUS-2002-3-365-41,2002,3,1
RUS-1993-1-350-25,1993,1,10
RUS-2004-1-348-121,2004,1,0
RUS-2004-3-1195-4,2004,3,89
RUS-1991-1-370-98.2,1991,1,1
RUS-1991-1-370-98.3,1991,1,1
RUS-2015-1-773-1,2015,1,3
RUS-2015-1-773-2,2015,1,3
RUS-2015-1-773-3,2015,1,7
RUS-2015-1-773-6,2015,1,1
RUS-2015-1-14619-11,2015,1,0
RUS-2015-1-773-8,2015,1,5
RUS-2015-1-773-9,2015,1,0
RUS-2007-3-365-999,2007,3,1
RUS-2015-1-14619-2,2015,1,2
RUS-2015-1-14619-3,2015,1,2
RUS-2015-1-773-12,2015,1,2
RUS-2015-1-14619-7,2015,1,8
RUS-2015-1-14619-9,2015,1,1
RUS-2015-1-773-14,2015,1,4
RUS-2002-1-348-441.1,2002,1,1
RUS-2002-1-348-483,2002,1,5
RUS-2002-1-348-379,2002,1,0
RUS-2002-1-348-405,2002,1,0
RUS-2002-1-348-406,2002,1,4
RUS-2002-1-348-311,2002,1,1
RUS-2002-1-348-397,2002,1,1
RUS-2002-1-348-539,2002,1,0
RUS-2002-1-348-290,2002,1,2
RUS-2002-1-348-291,2002,1,14
RUS-2002-1-348-429,2002,1,44
RUS-2013-1-773-28,2013,1,4
RUS-2013-1-773-29,2013,1,3
RUS-2013-1-773-30,2013,1,0
RUS-2013-1-773-31,2013,1,0
RUS-2002-1-348-382,2002,1,0
RUS-2013-1-773-122,2013,1,10
RUS-2008-1-773-136,2008,1,2
RUS-2008-1-773-127,2008,1,1
RUS-2007-3-365-3,2007,3,1
RUS-2012-3-1210-4,2012,3,0
RUS-2009-1-773-233,2009,1,1
RUS-2005-3-365-3,2005,3,0
RUS-2005-3-365-4,2005,3,3
RUS-2005-1-348-233,2005,1,0
RUS-2006-1-348-9,2006,1,4
RUS-2006-1-348-15,2006,1,1
RUS-2006-1-348-84,2006,1,0
RUS-2006-1-348-124,2006,1,2
RUS-2006-1-348-150,2006,1,0
RUS-2007-3-365-2,2007,3,2
RUS-2007-1-348-33,2007,1,1
RUS-2007-3-1195-5,2007,3,0
RUS-2007-1-348-64,2007,1,7
RUS-2007-3-1195-8,2007,3,0
RUS-2007-3-1195-12,2007,3,0
RUS-2008-3-1210-2,2008,3,0
RUS-2008-3-1210-4,2008,3,1
RUS-2008-3-1210-999,2008,3,3
RUS-2009-1-773-6,2009,1,1
RUS-2009-1-773-65,2009,1,2
RUS-2009-1-773-92,2009,1,1
RUS-2009-1-773-158,2009,1,1
RUS-2009-1-773-165,2009,1,2
RUS-2009-1-773-212,2009,1,0
RUS-2000-3-1195-8,2000,3,1
RUS-2009-1-773-264,2009,1,3
RUS-2009-1-773-291,2009,1,1
RUS-2009-1-773-298,2009,1,1
RUS-2010-1-773-26,2010,1,10
RUS-2010-1-773-40,2010,1,0
RUS-2012-1-773-147,2012,1,4
RUS-2010-1-773-105,2010,1,0
RUS-2010-1-773-121,2010,1,0
RUS-2011-1-773-183,2011,1,0
RUS-2011-1-773-205,2011,1,0
RUS-2012-1-773-9,2012,1,1
RUS-2012-3-1210-999,2012,3,1
RUS-2012-1-773-25,2012,1,11
RUS-2012-1-773-42,2012,1,1
RUS-2012-3-1210-3,2012,3,0
RUS-2012-1-773-93,2012,1,0
RUS-2012-1-773-127,2012,1,8
RUS-2012-1-773-124,2012,1,0
RUS-2012-1-773-165,2012,1,2
RUS-2012-3-1210-6,2012,3,6
RUS-2012-1-773-169,2012,1,1
RUS-2012-1-773-199,2012,1,2
RUS-2012-3-1210-8,2012,3,0
RUS-2012-1-773-215,2012,1,3
RUS-2012-3-1210-9,2012,3,0
RUS-2008-1-773-41,2008,1,3
RUS-2007-3-1210-14,2007,3,0
RUS-2007-1-348-37,2007,1,3
RUS-1989-3-365-48,1989,3,0
RUS-1989-3-365-47,1989,3,1
RUS-1990-2-274-7,1990,2,2
RUS-1990-2-274-6,1990,2,9
RUS-1996-1-348-6,1996,1,27
RUS-2004-3-365-13,2004,3,6
RUS-2001-3-1195-999,2001,3,4
RUS-2002-3-1195-2,2002,3,11
RUS-2002-3-1195-3,2002,3,0
RUS-2000-3-1195-6,2000,3,5
RUS-2000-3-1195-9,2000,3,0
RUS-2001-3-365-6,2001,3,1
RUS-2004-1-348-137,2004,1,13
RUS-1992-3-365-2,1992,3,1
RUS-2001-1-348-115,2001,1,1
RUS-1998-1-348-12,1998,1,5
RUS-2001-3-365-21,2001,3,8
RUS-2001-3-365-27,2001,3,15
RUS-1996-3-1195-999,1996,3,0
RUS-1996-3-1195-2,1996,3,1
RUS-1997-3-1195-999,1997,3,2
RUS-2003-1-348-15,2003,1,3
RUS-1995-1-348-87,1995,1,5
RUS-2001-3-1195-3,2001,3,0
RUS-2001-3-1195-4,2001,3,8
RUS-2001-3-1195-5,2001,3,0
RUS-2001-3-1195-6,2001,3,0
RUS-2003-1-348-31,2003,1,9
RUS-2003-3-1195-3,2003,3,36
RUS-2004-1-348-187,2004,1,4
RUS-1995-1-348-22,1995,1,30
RUS-1999-3-365-12,1999,3,0
RUS-2004-1-348-89,2004,1,2
RUS-2002-3-365-16,2002,3,11
RUS-1995-3-1195-3,1995,3,3
RUS-1995-3-1195-4,1995,3,5
RUS-1994-3-365-999,1994,3,9
RUS-1994-3-365-2,1994,3,3
RUS-1996-1-348-58,1996,1,6
RUS-1999-1-348-33,1999,1,60
RUS-1996-1-348-21,1996,1,9
RUS-1996-1-348-40,1996,1,5
RUS-2001-1-348-114,2001,1,15
RUS-2004-1-348-74,2004,1,2
RUS-1996-1-348-124,1996,1,53
RUS-2004-1-348-208,2004,1,2
RUS-1996-1-348-131,1996,1,8
RUS-1997-1-348-999,1997,1,2
RUS-1997-1-348-4,1997,1,0
RUS-1998-1-348-11,1998,1,2
RUS-1999-1-348-11,1999,1,4
RUS-2003-1-348-23,2003,1,9
RUS-2004-3-365-14,2004,3,0
RUS-2004-3-365-9,2004,3,0
RUS-2004-3-365-12,2004,3,9
RUS-1995-1-348-119,1995,1,12
RUS-1997-1-348-2,1997,1,0
RUS-1997-1-348-3,1997,1,9
RUS-1999-1-348-26,1999,1,2
RUS-1995-3-1195-999,1995,3,11
RUS-1995-3-1195-5,1995,3,0
RUS-1999-1-348-31,1999,1,9
RUS-1999-1-348-45,1999,1,0
RUS-2000-1-348-27,2000,1,1
RUS-2000-1-348-73,2000,1,1
RUS-2003-1-348-29,2003,1,5
RUS-2002-3-365-33,2002,3,0
RUS-2000-3-365-40,2000,3,0
RUS-2004-1-348-134,2004,1,0
RUS-1995-3-365-4,1995,3,0
RUS-1995-3-1195-2,1995,3,0
RUS-2005-1-348-135,2005,1,2
RUS-2012-1-773-117,2012,1,1
RUS-2010-1-773-2,2010,1,7
RUS-2010-1-773-190,2010,1,5
RUS-2011-1-773-174,2011,1,0
RUS-2011-1-773-140,2011,1,1
RUS-2011-1-773-146,2011,1,1
RUS-2011-1-773-182,2011,1,0
RUS-2011-1-773-181,2011,1,0
RUS-2011-1-773-87,2011,1,1
RUS-2011-1-773-10,2011,1,6
RUS-2011-1-773-82,2011,1,1
RUS-1990-1-370-115,1990,1,12
RUS-2003-1-348-67,2003,1,6
RUS-1995-1-348-80,1995,1,4
RUS-1994-1-348-999,1994,1,0
RUS-2003-1-348-43,2003,1,8
RUS-1995-1-348-142,1995,1,1
RUS-1995-1-348-123,1995,1,4
RUS-2001-1-348-120,2001,1,6
RUS-1995-1-348-13,1995,1,0
RUS-1995-1-348-68,1995,1,1
RUS-1995-1-348-116,1995,1,1
RUS-1995-1-348-120,1995,1,2
RUS-1996-1-348-52,1996,1,28
RUS-1996-1-348-61,1996,1,200
RUS-2002-1-348-221,2002,1,0
RUS-2002-1-348-273,2002,1,0
RUS-2002-1-348-283,2002,1,0
RUS-2002-1-348-218,2002,1,3
RUS-2002-1-348-251,2002,1,5
RUS-2002-1-348-516,2002,1,3
RUS-2002-1-348-517,2002,1,3
RUS-2002-1-348-336,2002,1,2
RUS-2002-1-348-342,2002,1,2
RUS-2002-1-348-357,2002,1,2
RUS-2002-1-348-423,2002,1,1
RUS-2002-1-348-377.1,2002,1,1
RUS-2002-1-348-381,2002,1,1
RUS-2002-1-348-386,2002,1,0
RUS-2002-1-348-389,2002,1,1
RUS-2015-1-773-7,2015,1,2
RUS-2002-1-348-453,2002,1,3
RUS-2002-1-348-484,2002,1,2
RUS-2002-1-348-476,2002,1,0
RUS-2002-1-348-526,2002,1,26
RUS-1994-2-276-15,1994,2,25
RUS-2004-3-1195-2,2004,3,0
RUS-2003-1-348-66,2003,1,3
RUS-2001-3-365-13,2001,3,14
RUS-2002-1-348-436,2002,1,0
RUS-2015-1-14619-14,2015,1,1
RUS-2002-1-348-222,2002,1,5
RUS-2002-1-348-265,2002,1,0
RUS-2002-1-348-268,2002,1,0
RUS-2002-1-348-388,2002,1,7
RUS-2002-1-348-317,2002,1,0
RUS-2002-1-348-224,2002,1,0
RUS-2002-1-348-230,2002,1,0
RUS-2002-1-348-255,2002,1,0
RUS-2002-1-348-264,2002,1,0
RUS-2002-1-348-275,2002,1,4
RUS-2002-1-348-312,2002,1,2
RUS-2002-1-348-431,2002,1,9
RUS-2002-1-348-444,2002,1,0
RUS-2002-1-348-457,2002,1,0
